    0.020    0.033    0.000    0.000    288.086  1.2228e-03  1.0112e+03
    0.220    0.035    0.000    0.000    286.944  1.2008e-03  9.8910e+02
    0.420    0.037    0.000    0.000    285.810  1.1789e-03  9.6724e+02
    0.620    0.040    0.000    0.000    284.682  1.1572e-03  9.4564e+02
    0.820    0.042    0.000    0.000    283.561  1.1355e-03  9.2431e+02
    1.020    0.045    0.000    0.000    282.447  1.1140e-03  9.0325e+02
    1.220    0.048    0.000    0.000    281.340  1.0927e-03  8.8248e+02
    1.420    0.051    0.000    0.000    280.240  1.0715e-03  8.6199e+02
    1.620    0.054    0.000    0.000    279.147  1.0505e-03  8.4179e+02
    1.820    0.058    0.000    0.000    278.061  1.0297e-03  8.2190e+02
    2.020    0.061    0.000    0.000    276.982  1.0091e-03  8.0230e+02
    2.220    0.065    0.000    0.000    275.910  9.8862e-04  7.8301e+02
    2.420    0.069    0.000    0.000    274.846  9.6838e-04  7.6402e+02
    2.620    0.074    0.000    0.000    273.789  9.4836e-04  7.4535e+02
    2.820    0.078    0.000    0.000    272.740  9.2855e-04  7.2698e+02
    3.020    0.083    0.000    0.000    271.698  9.0897e-04  7.0894e+02
    3.220    0.088    0.000    0.000    270.664  8.8962e-04  6.9120e+02
    3.420    0.094    0.000    0.000    269.637  8.7051e-04  6.7378e+02
    3.620    0.100    0.000    0.000    268.618  8.5163e-04  6.5668e+02
    3.820    0.106    0.000    0.000    267.607  8.3300e-04  6.3990e+02
    4.020    0.112    0.000    0.000    266.604  8.1462e-04  6.2343e+02
    4.220    0.119    0.000    0.000    265.608  7.9649e-04  6.0728e+02
    4.420    0.126    0.000    0.000    264.621  7.7861e-04  5.9145e+02
    4.620    0.134    0.000    0.000    263.641  7.6100e-04  5.7593e+02
    4.820    0.142    0.000    0.000    262.670  7.4365e-04  5.6072e+02
    5.020    0.150    0.000    0.000    261.707  7.2656e-04  5.4583e+02
    5.220    0.159    0.000    0.000    260.752  7.0973e-04  5.3124e+02
    5.420    0.168    0.000    0.000    259.805  6.9317e-04  5.1696e+02
    5.620    0.178    0.000    0.000    258.867  6.7689e-04  5.0299e+02
    5.820    0.188    0.000    0.000    257.937  6.6087e-04  4.8932e+02
    6.020    0.199    0.000    0.000    257.015  6.4512e-04  4.7596e+02
    6.220    0.211    0.000    0.000    256.102  6.2964e-04  4.6288e+02
    6.420    0.223    0.000    0.000    255.197  6.1443e-04  4.5011e+02
    6.620    0.236    0.000    0.000    254.301  5.9949e-04  4.3762e+02
    6.820    0.249    0.000    0.000    253.414  5.8482e-04  4.2542e+02
    7.020    0.263    0.000    0.000    252.536  5.7042e-04  4.1351e+02
    7.220    0.278    0.000    0.000    251.666  5.5629e-04  4.0188e+02
    7.420    0.294    0.000    0.000    250.805  5.4242e-04  3.9052e+02
    7.620    0.310    0.000    0.000    249.953  5.2883e-04  3.7944e+02
    7.820    0.327    0.000    0.000    249.110  5.1549e-04  3.6862e+02
    8.020    0.346    0.000    0.000    248.276  5.0243e-04  3.5808e+02
    8.220    0.365    0.000    0.000    247.451  4.8962e-04  3.4779e+02
    8.420    0.385    0.000    0.000    246.635  4.7707e-04  3.3776e+02
    8.620    0.406    0.000    0.000    245.828  4.6478e-04  3.2798e+02
    8.820    0.428    0.000    0.000    245.030  4.5274e-04  3.1845e+02
    9.020    0.451    0.000    0.000    244.242  4.4096e-04  3.0916e+02
    9.220    0.475    0.000    0.000    243.462  4.2942e-04  3.0011e+02
    9.420    0.500    0.000    0.000    242.693  4.1814e-04  2.9130e+02
    9.620    0.527    0.000    0.000    241.932  4.0710e-04  2.8272e+02
    9.820    0.555    0.000    0.000    241.181  3.9630e-04  2.7437e+02
   10.020    0.584    0.000    0.000    240.440  3.8574e-04  2.6624e+02
   10.220    0.614    0.000    0.000    239.708  3.7541e-04  2.5832e+02
   10.420    0.646    0.000    0.000    238.985  3.6532e-04  2.5062e+02
   10.620    0.680    0.000    0.000    238.272  3.5546e-04  2.4313e+02
   10.820    0.715    0.000    0.000    237.569  3.4582e-04  2.3584e+02
   11.020    0.752    0.000    0.000    236.875  3.3641e-04  2.2875e+02
   11.220    0.790    0.000    0.000    236.191  3.2722e-04  2.2186e+02
   11.420    0.830    0.000    0.000    235.517  3.1825e-04  2.1516e+02
   11.620    0.872    0.000    0.000    234.853  3.0949e-04  2.0864e+02
   11.820    0.916    0.000    0.000    234.198  3.0093e-04  2.0231e+02
   12.020    0.962    0.000    0.000    233.553  2.9259e-04  1.9616e+02
   12.220    1.009    0.000    0.000    232.919  2.8445e-04  1.9018e+02
   12.420    1.059    0.000    0.000    232.294  2.7650e-04  1.8438e+02
   12.620    1.111    0.000    0.000    231.679  2.6876e-04  1.7874e+02
   12.820    1.166    0.000    0.000    231.074  2.6120e-04  1.7326e+02
   13.020    1.222    0.000    0.000    230.479  2.5384e-04  1.6794e+02
